drug,codrug,Evidence_level,Clinical_significance,Management_option,level_1_atc_drug,level_1_atc_codrug,ATC_vector
J05AE01,C10AA01,dokumenteret,udtalt,1,J,C,C10AA01_J05AE01
G02BB01,J05AE03,veldokumenteret,mulig,1,G,J,G02BB01_J05AE03
G03AA16,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AA16_J05AE10
G02BB01,J05AP53,veldokumenteret,mulig,1,G,J,G02BB01_J05AP53
G03AA10,N03AF01,veldokumenteret,moderat,1,G,N,G03AA10_N03AF01
G03AA07,N03AF02,dokumenteret,moderat,1,G,N,G03AA07_N03AF02
G03FB05,J05AP53,veldokumenteret,mulig,1,G,J,G03FB05_J05AP53
G03AB03,J05AP53,veldokumenteret,mulig,1,G,J,G03AB03_J05AP53
G03FA17,N03AF04,dokumenteret,moderat,1,G,N,G03FA17_N03AF04
A03FA03,J02AC01,begrænset dokumenteret,udtalt,1,A,J,A03FA03_J02AC01
G03AB03,N03AF01,veldokumenteret,moderat,1,G,N,G03AB03_N03AF01
G03FB06,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03FB06_N03AA02
G03AA10,J05AR10,veldokumenteret,mulig,1,G,J,G03AA10_J05AR10
G03AC01,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AC01_N03AA02
G03XB02,J02AB02,dokumenteret,udtalt,1,G,J,G03XB02_J02AB02
G03FA14,N03AF04,dokumenteret,mulig,1,G,N,G03FA14_N03AF04
G03AA12,J05AR10,veldokumenteret,mulig,1,G,J,G03AA12_J05AR10
J05AR09,N06AX25,ringe dokumenteret,uafklaret,1,J,N,J05AR09_N06AX25
J05AR14,G04CA01,ringe dokumenteret,mulig,1,J,G,G04CA01_J05AR14
G03CA04,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03CA04_J05AR22
N03AA02,G03FA14,begrænset dokumenteret,moderat,1,N,G,G03FA14_N03AA02
G03AB08,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AB08_J05AE10
G03FB08,N03AF02,dokumenteret,moderat,1,G,N,G03FB08_N03AF02
G03DB08,N06AX25,veldokumenteret,moderat,1,G,N,G03DB08_N06AX25
C01BD01,J05AR14,ringe dokumenteret,uafklaret,1,C,J,C01BD01_J05AR14
L01XX47,J04AM06,dokumenteret,udtalt,1,L,J,J04AM06_L01XX47
G03AA16,N03AF04,dokumenteret,mulig,1,G,N,G03AA16_N03AF04
V03AX03,J04AM06,ringe dokumenteret,uafklaret,1,V,J,J04AM06_V03AX03
N06AA02,N06AF01,ringe dokumenteret,moderat,1,N,N,N06AF01_N06AA02
N05AH02,N06AB08,veldokumenteret,udtalt,1,N,N,N05AH02_N06AB08
A04AA55,J04AB02,dokumenteret,udtalt,1,A,J,A04AA55_J04AB02
G03FA12,N03AF01,veldokumenteret,moderat,1,G,N,G03FA12_N03AF01
N06AA04,N06AG02,begrænset dokumenteret,udtalt,1,N,N,N06AG02_N06AA04
J05AE08,J04AB02,veldokumenteret,udtalt,1,J,J,J04AB02_J05AE08
J05AR22,J05AR10,dokumenteret,udtalt,1,J,J,J05AR10_J05AR22
G03FA12,J05AE03,veldokumenteret,mulig,1,G,J,G03FA12_J05AE03
J01DH52,N03AG01,dokumenteret,moderat,1,J,N,J01DH52_N03AG01
G03FB05,N03AF02,dokumenteret,moderat,1,G,N,G03FB05_N03AF02
N06AX22,S01AE03,ringe dokumenteret,udtalt,1,N,S,N06AX22_S01AE03
G03AA10,N03AF04,dokumenteret,mulig,1,G,N,G03AA10_N03AF04
G03AB08,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AB08_N03AA02
G03AA13,N03AF01,veldokumenteret,moderat,1,G,N,G03AA13_N03AF01
G03FB05,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03FB05_J05AR22
L02BG04,N05AF05,ringe dokumenteret,udtalt,1,L,N,L02BG04_N05AF05
G03AA12,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AA12_J05AE10
N06AX11,N06AF01,ringe dokumenteret,udtalt,1,N,N,N06AF01_N06AX11
G03FA01,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03FA01_J05AR22
M03BX02,N06AB08,dokumenteret,udtalt,1,M,N,M03BX02_N06AB08
G03AA14,N03AF02,dokumenteret,moderat,1,G,N,G03AA14_N03AF02
J01FA09,C10BA04,dokumenteret,udtalt,1,J,C,C10BA04_J01FA09
G03AC08,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AC08_N03AA02
J05AR15,N03AF01,ringe dokumenteret,uafklaret,1,J,N,J05AR15_N03AF01
G03HB01,N06AX25,veldokumenteret,moderat,1,G,N,G03HB01_N06AX25
G03AA09,N03AF04,dokumenteret,mulig,1,G,N,G03AA09_N03AF04
N06BA12,N06AF01,begrænset dokumenteret,moderat,1,N,N,N06AF01_N06BA12
G03AC01,N03AF01,veldokumenteret,moderat,1,G,N,G03AC01_N03AF01
P01AB01,L01AB01,begrænset dokumenteret,udtalt,1,P,L,L01AB01_P01AB01
G03AD02,D01AC08,dokumenteret,udtalt,1,G,D,D01AC08_G03AD02
J05AE10,J05AR10,dokumenteret,udtalt,1,J,J,J05AE10_J05AR10
G03FA12,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03FA12_N03AA02
G03AA16,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AA16_N03AA02
G03HB01,N03AX11,dokumenteret,moderat,1,G,N,G03HB01_N03AX11
G03CA04,J05AP53,veldokumenteret,mulig,1,G,J,G03CA04_J05AP53
J05AR08,N06AX25,begrænset dokumenteret,udtalt,1,J,N,J05AR08_N06AX25
G03AB05,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AB05_N03AA02
C10BA05,S01XA18,veldokumenteret,udtalt,1,C,S,C10BA05_S01XA18
G03AC08,N03AF04,dokumenteret,mulig,1,G,N,G03AC08_N03AF04
N06AB03,N06AA02,veldokumenteret,udtalt,1,N,N,N06AB03_N06AA02
G03AA12,J05AP09,dokumenteret,udtalt,1,G,J,G03AA12_J05AP09
N03AA02,J05AR08,begrænset dokumenteret,uafklaret,1,N,J,J05AR08_N03AA02
D01AC08,C10BA02,begrænset dokumenteret,udtalt,1,D,C,C10BA02_D01AC08
A04AA55,J04AM06,dokumenteret,udtalt,1,A,J,A04AA55_J04AM06
G03FA17,J05AP09,dokumenteret,udtalt,1,G,J,G03FA17_J05AP09
J05AR18,J04AM02,ringe dokumenteret,uafklaret,1,J,J,J04AM02_J05AR18
C10AA05,L04AD01,veldokumenteret,udtalt,1,C,L,C10AA05_L04AD01
G03HB01,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03HB01_J05AE10
L04AD01,C10BA06,dokumenteret,udtalt,1,L,C,C10BA06_L04AD01
G03AA14,J05AP53,veldokumenteret,mulig,1,G,J,G03AA14_J05AP53
L04AD01,C10AA07,dokumenteret,udtalt,1,L,C,C10AA07_L04AD01
J02AC05,J04AM06,dokumenteret,udtalt,1,J,J,J02AC05_J04AM06
N03AA02,G03AA16,begrænset dokumenteret,moderat,1,N,G,G03AA16_N03AA02
S01XA18,C10BA06,dokumenteret,udtalt,1,S,C,C10BA06_S01XA18
L04AX03,M04AB01,dokumenteret,moderat,1,L,M,L04AX03_M04AB01
G03AB05,N03AF04,dokumenteret,mulig,1,G,N,G03AB05_N03AF04
G03AA09,N03AX11,dokumenteret,moderat,1,G,N,G03AA09_N03AX11
J02AC02,C10BA02,dokumenteret,moderat,1,J,C,C10BA02_J02AC02
G03AA13,N03AF02,dokumenteret,moderat,1,G,N,G03AA13_N03AF02
G03FB08,N03AF04,dokumenteret,moderat,1,G,N,G03FB08_N03AF04
N05CH01,N06AB08,dokumenteret,udtalt,1,N,N,N05CH01_N06AB08
G02BA03,N03AF01,veldokumenteret,moderat,1,G,N,G02BA03_N03AF01
V03AX03,C10BA02,ringe dokumenteret,uafklaret,1,V,C,C10BA02_V03AX03
G03FB08,N03AF01,veldokumenteret,moderat,1,G,N,G03FB08_N03AF01
N02CX02,N06AA02,dokumenteret,udtalt,1,N,N,N02CX02_N06AA02
M04AA03,L04AX01,ringe dokumenteret,uafklaret,1,M,L,L04AX01_M04AA03
G03AC08,N06AX25,veldokumenteret,moderat,1,G,N,G03AC08_N06AX25
N06AA02,N06AB05,veldokumenteret,udtalt,1,N,N,N06AB05_N06AA02
G03AA13,J05AP53,veldokumenteret,mulig,1,G,J,G03AA13_J05AP53
N02CA52,J05AE03,ringe dokumenteret,uafklaret,1,N,J,J05AE03_N02CA52
G03FA14,N06AX25,veldokumenteret,moderat,1,G,N,G03FA14_N06AX25
N05AG02,N06AB05,dokumenteret,udtalt,1,N,N,N05AG02_N06AB05
J05AP02,J04AM02,dokumenteret,udtalt,1,J,J,J04AM02_J05AP02
G03CA04,J05AR10,veldokumenteret,mulig,1,G,J,G03CA04_J05AR10
N03AA02,J05AR09,ringe dokumenteret,uafklaret,1,N,J,J05AR09_N03AA02
G03HB01,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03HB01_J05AR22
G03FA01,N06AX25,veldokumenteret,moderat,1,G,N,G03FA01_N06AX25
G03AA11,J05AP09,dokumenteret,udtalt,1,G,J,G03AA11_J05AP09
J05AE02,J04AM02,veldokumenteret,udtalt,1,J,J,J04AM02_J05AE02
G03FA01,N03AF02,dokumenteret,moderat,1,G,N,G03FA01_N03AF02
V03AX03,G04CA01,ringe dokumenteret,mulig,1,V,G,G04CA01_V03AX03
G03AA09,J05AP09,dokumenteret,udtalt,1,G,J,G03AA09_J05AP09
G03AA07,N03AF04,dokumenteret,moderat,1,G,N,G03AA07_N03AF04
J05AR22,J04AM06,ringe dokumenteret,uafklaret,1,J,J,J04AM06_J05AR22
J05AR22,J04AM02,ringe dokumenteret,uafklaret,1,J,J,J04AM02_J05AR22
G03AA07,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03AA07_J05AR22
N05AG02,J05AR18,ringe dokumenteret,mulig,1,N,J,J05AR18_N05AG02
J05AR19,J04AB02,dokumenteret,udtalt,1,J,J,J04AB02_J05AR19
J02AC04,C10AA01,dokumenteret,udtalt,1,J,C,C10AA01_J02AC04
N05AG02,J05AR14,ringe dokumenteret,mulig,1,N,J,J05AR14_N05AG02
N05AG02,J05AR09,ringe dokumenteret,mulig,1,N,J,J05AR09_N05AG02
S02CA06,M03BX02,dokumenteret,udtalt,1,S,M,M03BX02_S02CA06
G03AB03,N03AF04,dokumenteret,moderat,1,G,N,G03AB03_N03AF04
G03AA14,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AA14_J05AE10
J04AB02,C08DA01,veldokumenteret,udtalt,1,J,C,C08DA01_J04AB02
J05AR22,C10BA04,ringe dokumenteret,uafklaret,1,J,C,C10BA04_J05AR22
G03FA14,N03AF02,dokumenteret,moderat,1,G,N,G03FA14_N03AF02
G03AB03,N06AX25,veldokumenteret,moderat,1,G,N,G03AB03_N06AX25
G03AB08,N03AF04,dokumenteret,moderat,1,G,N,G03AB08_N03AF04
L01XA01,J01GB01,begrænset dokumenteret,moderat,1,L,J,J01GB01_L01XA01
G03CA03,N06AX25,veldokumenteret,moderat,1,G,N,G03CA03_N06AX25
J01FA01,C10BA02,dokumenteret,mulig,1,J,C,C10BA02_J01FA01
G03AD01,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AD01_N03AA02
J05AR18,N05CD05,ringe dokumenteret,mulig,1,J,N,J05AR18_N05CD05
G03FA12,N06AX25,veldokumenteret,moderat,1,G,N,G03FA12_N06AX25
J01EB02,J01XX05,begrænset dokumenteret,udtalt,1,J,J,J01EB02_J01XX05
J04AK05,J04AM02,dokumenteret,udtalt,1,J,J,J04AK05_J04AM02
N06AX21,N06AB08,dokumenteret,udtalt,1,N,N,N06AB08_N06AX21
G03AA10,J05AP53,veldokumenteret,mulig,1,G,J,G03AA10_J05AP53
C01EB17,N06AX25,begrænset dokumenteret,udtalt,1,C,N,C01EB17_N06AX25
G03AB03,N03AF02,dokumenteret,moderat,1,G,N,G03AB03_N03AF02
N02CA52,J05AR18,ringe dokumenteret,uafklaret,1,N,J,J05AR18_N02CA52
J05AR14,C10BA04,ringe dokumenteret,uafklaret,1,J,C,C10BA04_J05AR14
J05AR21,A02BC01,dokumenteret,udtalt,1,J,A,A02BC01_J05AR21
J05AR14,C10BA02,ringe dokumenteret,uafklaret,1,J,C,C10BA02_J05AR14
J05AR14,C10AA01,ringe dokumenteret,uafklaret,1,J,C,C10AA01_J05AR14
L01XX47,J04AB02,dokumenteret,udtalt,1,L,J,J04AB02_L01XX47
J05AG05,J04AM02,dokumenteret,udtalt,1,J,J,J04AM02_J05AG05
L01XX47,J04AM02,dokumenteret,udtalt,1,L,J,J04AM02_L01XX47
L01XE01,C10BA04,dokumenteret,udtalt,1,L,C,C10BA04_L01XE01
N06AX22,J01MA02,ringe dokumenteret,udtalt,1,N,J,J01MA02_N06AX22
N03AA02,G03AA09,begrænset dokumenteret,moderat,1,N,G,G03AA09_N03AA02
J05AR09,N05CD05,ringe dokumenteret,mulig,1,J,N,J05AR09_N05CD05
J05AR18,C10BA04,ringe dokumenteret,uafklaret,1,J,C,C10BA04_J05AR18
G03FA01,N03AF01,veldokumenteret,moderat,1,G,N,G03FA01_N03AF01
G03AB03,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AB03_J05AE10
G02BB01,N03AF01,veldokumenteret,moderat,1,G,N,G02BB01_N03AF01
G03AA07,J05AE03,veldokumenteret,mulig,1,G,J,G03AA07_J05AE03
L04AD01,N06AX25,veldokumenteret,udtalt,1,L,N,L04AD01_N06AX25
G03CA03,N03AX11,dokumenteret,moderat,1,G,N,G03CA03_N03AX11
G03HB01,J05AR10,veldokumenteret,mulig,1,G,J,G03HB01_J05AR10
G03FA01,J05AP53,veldokumenteret,mulig,1,G,J,G03FA01_J05AP53
G03AA07,J05AP53,veldokumenteret,mulig,1,G,J,G03AA07_J05AP53
C07FX06,N06AX25,begrænset dokumenteret,udtalt,1,C,N,C07FX06_N06AX25
G03FA17,J05AR10,veldokumenteret,mulig,1,G,J,G03FA17_J05AR10
G03AB05,J05AP09,dokumenteret,udtalt,1,G,J,G03AB05_J05AP09
J05AR19,J04AM06,dokumenteret,udtalt,1,J,J,J04AM06_J05AR19
J05AR22,N05CD05,ringe dokumenteret,mulig,1,J,N,J05AR22_N05CD05
J05AR14,N05CD05,ringe dokumenteret,mulig,1,J,N,J05AR14_N05CD05
S01XA18,C10AA03,veldokumenteret,udtalt,1,S,C,C10AA03_S01XA18
G03CA03,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03CA03_J05AE10
G03DB08,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03DB08_N03AA02
C10AA05,S01XA18,veldokumenteret,udtalt,1,C,S,C10AA05_S01XA18
G03AB08,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03AB08_J05AR22
J02AC02,C10AA02,dokumenteret,udtalt,1,J,C,C10AA02_J02AC02
G03FB05,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03FB05_N03AA02
L01XE17,J04AM06,dokumenteret,udtalt,1,L,J,J04AM06_L01XE17
J05AR18,N06AX25,ringe dokumenteret,uafklaret,1,J,N,J05AR18_N06AX25
J05AF01,J05AF04,ringe dokumenteret,mulig,1,J,J,J05AF01_J05AF04
D01AE15,N06AA09,dokumenteret,udtalt,1,D,N,D01AE15_N06AA09
G03AA10,N03AF02,dokumenteret,moderat,1,G,N,G03AA10_N03AF02
J05AR01,J05AF04,ringe dokumenteret,mulig,1,J,J,J05AF04_J05AR01
J02AB02,B01AE07,dokumenteret,udtalt,1,J,B,B01AE07_J02AB02
G03CA04,J05AE03,veldokumenteret,mulig,1,G,J,G03CA04_J05AE03
N03AA02,G03FA01,begrænset dokumenteret,moderat,1,N,G,G03FA01_N03AA02
J05AP02,G04BE03,ringe dokumenteret,mulig,1,J,G,G04BE03_J05AP02
L04AA10,J02AB02,veldokumenteret,mulig,1,L,J,J02AB02_L04AA10
G03AC06,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AC06_N03AA02
C10AB04,B01AC27,dokumenteret,udtalt,1,C,B,B01AC27_C10AB04
G03AA16,J05AE03,veldokumenteret,mulig,1,G,J,G03AA16_J05AE03
G03AB08,N06AX25,veldokumenteret,moderat,1,G,N,G03AB08_N06AX25
G03AA13,J05AR14,begrænset dokumenteret,mulig,1,G,J,G03AA13_J05AR14
V10XX03,L02BX03,dokumenteret,udtalt,1,V,L,L02BX03_V10XX03
G03FA12,J05AR10,veldokumenteret,mulig,1,G,J,G03FA12_J05AR10
N03AA02,G03AA13,begrænset dokumenteret,moderat,1,N,G,G03AA13_N03AA02
G03AA11,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03AA11_J05AR22
J05AG05,A02BC01,dokumenteret,udtalt,1,J,A,A02BC01_J05AG05
G03CA03,J05AP53,veldokumenteret,mulig,1,G,J,G03CA03_J05AP53
G03CA03,J05AR10,veldokumenteret,mulig,1,G,J,G03CA03_J05AR10
G03CA04,J05AP09,dokumenteret,udtalt,1,G,J,G03CA04_J05AP09
G03FA01,J05AP09,dokumenteret,udtalt,1,G,J,G03FA01_J05AP09
G03AA14,J05AR10,veldokumenteret,mulig,1,G,J,G03AA14_J05AR10
L01XX19,N06AX25,dokumenteret,udtalt,1,L,N,L01XX19_N06AX25
G03FA17,N03AF01,veldokumenteret,moderat,1,G,N,G03FA17_N03AF01
D01AC08,C10BA04,begrænset dokumenteret,udtalt,1,D,C,C10BA04_D01AC08
G03AA10,N03AX11,dokumenteret,moderat,1,G,N,G03AA10_N03AX11
G03XB02,D01AC08,dokumenteret,udtalt,1,G,D,D01AC08_G03XB02
J05AR09,N06AX25,ringe dokumenteret,uafklaret,1,J,N,J05AR09_N06AX25
J02AC03,J04AM06,dokumenteret,udtalt,1,J,J,J02AC03_J04AM06
G03AB05,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03AB05_J05AR22
G03CA04,N03AF02,dokumenteret,moderat,1,G,N,G03CA04_N03AF02
G03AA13,N03AF02,dokumenteret,moderat,1,G,N,G03AA13_N03AF02
G03FA14,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03FA14_J05AR22
J02AC02,C10AA01,dokumenteret,moderat,1,J,C,C10AA01_J02AC02
G03AB05,N03AF01,veldokumenteret,moderat,1,G,N,G03AB05_N03AF01
J02AC02,C10BA04,dokumenteret,moderat,1,J,C,C10BA04_J02AC02
G03FA14,N03AX11,dokumenteret,moderat,1,G,N,G03FA14_N03AX11
D01BA02,N06AA09,dokumenteret,udtalt,1,D,N,D01BA02_N06AA09
G03AC09,N03AF02,dokumenteret,moderat,1,G,N,G03AC09_N03AF02
J05AR15,N05CD08,ringe dokumenteret,mulig,1,J,N,J05AR15_N05CD08
L01CD02,C01BD07,ringe dokumenteret,udtalt,1,L,C,C01BD07_L01CD02
A02BC03,J05AE08,dokumenteret,udtalt,1,A,J,A02BC03_J05AE08
G03FA14,N06AX25,veldokumenteret,moderat,1,G,N,G03FA14_N06AX25
G03AD01,N06AX25,veldokumenteret,moderat,1,G,N,G03AD01_N06AX25
G02BB01,N03AF04,dokumenteret,moderat,1,G,N,G02BB01_N03AF04
G03FA17,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03FA17_J05AE10
G03FA01,N03AX11,dokumenteret,moderat,1,G,N,G03FA01_N03AX11
N03AA02,J05AR18,ringe dokumenteret,uafklaret,1,N,J,J05AR18_N03AA02
G03DA02,N03AF02,dokumenteret,moderat,1,G,N,G03DA02_N03AF02
G03CA03,N03AF02,dokumenteret,moderat,1,G,N,G03CA03_N03AF02
G02BA03,N03AF02,dokumenteret,moderat,1,G,N,G02BA03_N03AF02
J04AM06,C08DA01,veldokumenteret,udtalt,1,J,C,C08DA01_J04AM06
G02BB01,N06AX25,veldokumenteret,moderat,1,G,N,G02BB01_N06AX25
N05CD05,J05AE03,dokumenteret,udtalt,1,N,J,J05AE03_N05CD05
N03AA02,J05AR19,begrænset dokumenteret,uafklaret,1,N,J,J05AR19_N03AA02
N06BA02,N06AF01,dokumenteret,mulig,1,N,N,N06AF01_N06BA02
G03FA14,N03AF02,dokumenteret,moderat,1,G,N,G03FA14_N03AF02
N03AA02,G03CA03,begrænset dokumenteret,moderat,1,N,G,G03CA03_N03AA02
J05AR10,J04AB04,dokumenteret,udtalt,1,J,J,J04AB04_J05AR10
J02AC04,C10BA04,dokumenteret,udtalt,1,J,C,C10BA04_J02AC04
G03AA16,N03AX11,dokumenteret,moderat,1,G,N,G03AA16_N03AX11
G03FB08,N03AF02,dokumenteret,moderat,1,G,N,G03FB08_N03AF02
G03AA14,N03AF01,veldokumenteret,moderat,1,G,N,G03AA14_N03AF01
J05AR18,J04AM06,ringe dokumenteret,uafklaret,1,J,J,J04AM06_J05AR18
J05AR18,C10AA01,ringe dokumenteret,uafklaret,1,J,C,C10AA01_J05AR18
L01XE14,J04AM02,dokumenteret,udtalt,1,L,J,J04AM02_L01XE14
C08CA05,J04AM02,veldokumenteret,udtalt,1,C,J,C08CA05_J04AM02
G03FA12,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03FA12_J05AR22
J05AR08,A02BC01,dokumenteret,udtalt,1,J,A,A02BC01_J05AR08
G03FB08,N06AX25,veldokumenteret,moderat,1,G,N,G03FB08_N06AX25
G03AB05,N06AX25,veldokumenteret,moderat,1,G,N,G03AB05_N06AX25
G03FB06,N03AF02,dokumenteret,moderat,1,G,N,G03FB06_N03AF02
G03AA13,N06AX25,veldokumenteret,moderat,1,G,N,G03AA13_N06AX25
G03DB08,N03AF02,dokumenteret,moderat,1,G,N,G03DB08_N03AF02
J01FA01,C10AA01,dokumenteret,mulig,1,J,C,C10AA01_J01FA01
J05AR14,J04AM02,ringe dokumenteret,uafklaret,1,J,J,J04AM02_J05AR14
G03HB01,N03AF02,dokumenteret,moderat,1,G,N,G03HB01_N03AF02
N03AA02,J05AG05,begrænset dokumenteret,uafklaret,1,N,J,J05AG05_N03AA02
G03CA04,N03AF01,veldokumenteret,moderat,1,G,N,G03CA04_N03AF01
J05AR18,N05CD08,ringe dokumenteret,mulig,1,J,N,J05AR18_N05CD08
C05AE01,C02KX05,dokumenteret,udtalt,1,C,C,C02KX05_C05AE01
V03AX03,N05CD08,ringe dokumenteret,mulig,1,V,N,N05CD08_V03AX03
G03AA14,N03AF02,dokumenteret,moderat,1,G,N,G03AA14_N03AF02
G02BB01,N03AF02,dokumenteret,moderat,1,G,N,G02BB01_N03AF02
G03HB01,N03AF01,veldokumenteret,moderat,1,G,N,G03HB01_N03AF01
C08DA01,M04AC01,ringe dokumenteret,moderat,1,C,M,C08DA01_M04AC01
L01XE21,J04AM02,dokumenteret,udtalt,1,L,J,J04AM02_L01XE21
J05AR06,J05AP09,dokumenteret,udtalt,1,J,J,J05AP09_J05AR06
J05AE04,C10AA01,dokumenteret,udtalt,1,J,C,C10AA01_J05AE04
N03AA02,G03AB03,begrænset dokumenteret,moderat,1,N,G,G03AB03_N03AA02
N05AB04,V03AC01,ringe dokumenteret,moderat,1,N,V,N05AB04_V03AC01
N03AA02,G03FA17,begrænset dokumenteret,moderat,1,N,G,G03FA17_N03AA02
L01XE17,J04AM02,dokumenteret,udtalt,1,L,J,J04AM02_L01XE17
J05AR15,J04AM06,veldokumenteret,udtalt,1,J,J,J04AM06_J05AR15
V03AX03,J04AB02,ringe dokumenteret,uafklaret,1,V,J,J04AB02_V03AX03
G03FA14,J05AR14,begrænset dokumenteret,mulig,1,G,J,G03FA14_J05AR14
G03AA11,N03AF04,dokumenteret,mulig,1,G,N,G03AA11_N03AF04
G03AA10,J05AR22,begrænset dokumenteret,mulig,1,G,J,G03AA10_J05AR22
J01FA09,C10AA01,dokumenteret,udtalt,1,J,C,C10AA01_J01FA09
J05AR14,N05CD08,ringe dokumenteret,mulig,1,J,N,J05AR14_N05CD08
N03AA02,G03FB05,begrænset dokumenteret,moderat,1,N,G,G03FB05_N03AA02
N06AX22,S02CA05,ringe dokumenteret,udtalt,1,N,S,N06AX22_S02CA05
N06AX22,S02AA15,ringe dokumenteret,udtalt,1,N,S,N06AX22_S02AA15
G03FA12,N06AX25,veldokumenteret,moderat,1,G,N,G03FA12_N06AX25
G03AA12,J05AR14,begrænset dokumenteret,mulig,1,G,J,G03AA12_J05AR14
G03AA13,N03AA02,begrænset dokumenteret,moderat,1,G,N,G03AA13_N03AA02
G03DA02,N03AF04,dokumenteret,mulig,1,G,N,G03DA02_N03AF04
G03AC09,N03AF04,dokumenteret,mulig,1,G,N,G03AC09_N03AF04
N03AA02,G03AA07,begrænset dokumenteret,moderat,1,N,G,G03AA07_N03AA02
L01XE17,J04AB02,dokumenteret,udtalt,1,L,J,J04AB02_L01XE17
G03AA11,J05AE10,begrænset dokumenteret,mulig,1,G,J,G03AA11_J05AE10
G03AA11,J05AR14,begrænset dokumenteret,mulig,1,G,J,G03AA11_J05AR14
G03FA01,N03AF02,dokumenteret,moderat,1,G,N,G03FA01_N03AF02
J05AP09,N06AX25,ringe dokumenteret,udtalt,1,J,N,J05AP09_N06AX25
J05AR15,J04AM06,ringe dokumenteret,uafklaret,1,J,J,J04AM06_J05AR15
G03AB08,N03AF01,veldokumenteret,moderat,1,G,N,G03AB08_N03AF01
G03AC08,N03AF01,veldokumenteret,moderat,1,G,N,G03AC08_N03AF01
C01BD07,D01AC08,dokumenteret,udtalt,1,C,D,C01BD07_D01AC08
G03AB03,J05AP09,dokumenteret,udtalt,1,G,J,G03AB03_J05AP09
G03FA12,N03AF02,dokumenteret,moderat,1,G,N,G03FA12_N03AF02
R05DA09,N06AG02,dokumenteret,udtalt,1,R,N,N06AG02_R05DA09
L01XE21,J04AB02,dokumenteret,udtalt,1,L,J,J04AB02_L01XE21
G03AA07,N03AF01,veldokumenteret,moderat,1,G,N,G03AA07_N03AF01
G03FB08,N03AF04,dokumenteret,mulig,1,G,N,G03FB08_N03AF04
N06AX25,D11AH01,veldokumenteret,udtalt,1,N,D,D11AH01_N06AX25
M01AA01,B01AA04,dokumenteret,udtalt,1,M,B,B01AA04_M01AA01
N06AA21,N06AF01,ringe dokumenteret,moderat,1,N,N,N06AF01_N06AA21
N06DX02,N03AG01,ringe dokumenteret,uafklaret,1,N,N,N03AG01_N06DX02
G03AA16,J05AP09,dokumenteret,udtalt,1,G,J,G03AA16_J05AP09
G03AB03,N03AX11,dokumenteret,moderat,1,G,N,G03AB03_N03AX11
N06AX25,L04AD02,veldokumenteret,udtalt,1,N,L,L04AD02_N06AX25
J05AR09,N03AF01,ringe dokumenteret,uafklaret,1,J,N,J05AR09_N03AF01
J05AE01,C10BA02,dokumenteret,udtalt,1,J,C,C10BA02_J05AE01
N03AA02,G03FB08,begrænset dokumenteret,moderat,1,N,G,G03FB08_N03AA02
J05AE08,J04AM06,veldokumenteret,udtalt,1,J,J,J04AM06_J05AE08
G03AA14,N03AF04,dokumenteret,moderat,1,G,N,G03AA14_N03AF04
G03AB08,J05AP09,dokumenteret,udtalt,1,G,J,G03AB08_J05AP09
J05AR14,C10AA02,ringe dokumenteret,uafklaret,1,J,C,C10AA02_J05AR14
J05AR15,C10BA04,ringe dokumenteret,uafklaret,1,J,C,C10BA04_J05AR15
G02BB01,J05AR14,begrænset dokumenteret,mulig,1,G,J,G02BB01_J05AR14
G02BB01,N03AA02,begrænset dokumenteret,moderat,1,G,N,G02BB01_N03AA02
G03HB01,J05AR14,begrænset dokumenteret,mulig,1,G,J,G03HB01_J05AR14
L01XX52,J04AB02,dokumenteret,udtalt,1,L,J,J04AB02_L01XX52
N06AX22,S02CA03,ringe dokumenteret,udtalt,1,N,S,N06AX22_S02CA03
J05AR15,C10AA02,ringe dokumenteret,uafklaret,1,J,C,C10AA02_J05AR15
